V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q44,Q60_1,Q60_2,Q60_3,Q60_4,Q45,Q59_1,Q59_2,Q59_3,Q59_4,summary,headline,writing,include1,include2,include3,include4,include5,include6,pagenum,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_53,DO-BR-FL_125,DO-BR-FL_115,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_1ifUUszFD8hGdQJ,Default Response Set,Anonymous,,,71.89.132.10,0,5/23/2016 14:05,5/23/2016 14:11,1,1,1,A16A9OA6ZIM4R5,22,2,1,1,,,,,6,2,5,3,3,1,3,,1,2,5,1,6,4,6,8,2,4,7,3,7,2,2,2,2,5,5,5,5,3,3,2,4,5,5,5,5,2,3,3,2,2,3,2,1,3,1,1,3,1,1,,,,,,,1,27.135,41.893,42.707,3,"A man named Jordan pled guilty to fine art forgery. Police found nearly 60 forget paintings in his apartment. His own work was now well received, which is likely why he resorted to forgery. He faces up to 10 years in federal prison.",Man pleads guilty to forgery,4,5,3,3,2,3,3,6,1,3,3,5,3,3,3,3,4,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_58,low Status,hypoformative|hypocat,,,14|16|11|8|5|4|6|10|15|2|12|3|7|13|1|9,44.80960083,-85.5707016,-1
R_30x9IOzzzu0gq2S,Default Response Set,Anonymous,,,24.100.127.179,0,5/23/2016 14:04,5/23/2016 14:12,1,1,1,A31ZQLN5HTZZOS,26,1,1,,,,,1,1,3,5,4,2,2,3,,6,6,5,6,7,4,4,3,6,6,7,4,6,4,4,6,6,6,6,6,6,6,2,5,2,4,5,6,5,2,3,2,2,1,1,2,2,1,2,2,2,1,1,,,,,,,1,22.578,82.493,84.888,5,"The man in the center of the story, Jordan, didn't get the recognition he wanted after his senior Art exhibit. Investigators think he started doing illegal activities to make his art appear better.","Man cheats to make Art well known, caught, facing crimes",5,6,5,6,4,5,5,4,1,2,2,4,2,2,4,3,4,4,4,4,2,2,3,4,1,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,2|4|11|16|1|13|7|10|6|5|9|3|8|14|12|15,37.44439697,-89.17050171,-1
R_3LZjirUKSo7EfY0,Default Response Set,Anonymous,,,162.229.126.232,0,5/23/2016 14:06,5/23/2016 14:12,1,1,1,A2JP9IKRHNLRPI,21,1,1,1,,,,,5,3,6,2,2,2,3,,7,7,5,7,3,1,2,2,4,2,2,2,7,2,2,6,3,2,1,4,2,7,1,1,2,2,3,2,5,2,3,1,3,2,3,2,3,1,2,2,2,1,1,,,,,,,1,14.138,14.33,36.657,2,An individual who grew up from the projects was just arrested on charges on art forgery. He scammed many art galleries with art he claimed was official when it was not. ,Scammer Alert: Art Forgeries ,4,4,1,1,1,4,4,20,1,1,2,7,1,1,4,3,3,1,1,1,1,1,1,1,1,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,14|3|16|12|10|7|15|13|11|8|9|4|1|6|5|2,41.94630432,-87.81269836,-1
R_3oF6MYRm8ooqqiO,Default Response Set,Anonymous,,,75.69.163.37,0,5/23/2016 14:02,5/23/2016 14:12,1,1,1,A1CC1ESUM2JWJ2,30,2,1,,,,,1,5,2,6,1,1,1,3,,7,7,5,2,1,8,7,6,8,1,3,2,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,2,3,2,2,3,2,1,2,2,2,2,1,1,,1,9.183,17.872,98.674,3,,,,,,"Jordan Sullivan is an artist known for gritty mixed-media depictions of urban living and poverty. His work received critical acclaim. The 27 year old artist was born in LA and lived with his mother in a housing project until she passed away when he was in the first grade. He moved to Portland with his father, Andrew Sullivan, and lived there until he graduated high school. He received his BFA and MFA from UCLA. His work will be featured at the Hive Gallery in downtown L.A..",Fresh and Authentic: A Young Artist's Take on Poverty in LA,7,7,7,4,4,3,6,5,1,5,6,1,6,7,7,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,14|13|12|11|7|15|6|8|3|5|16|4|1|2|10|9,41.76829529,-70.60070038,-1
R_1DwY8uuEpgFciyl,Default Response Set,Anonymous,,,32.208.132.205,0,5/23/2016 14:03,5/23/2016 14:12,1,1,1,A3TK7HVFEKB00R,29,1,1,1,,,,,4,2,6,4,1,1,3,,2,2,5,3,1,1,8,2,8,1,8,2,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,2,3,1,2,2,1,1,3,3,2,3,1,1,,,,,,,1,25.524,51.412,91.515,2,An aspiring artist is accused of forgery of others' work after failing to receive positive reaction for his own efforts and suffering from family loss.,Aspiring Artist Finds A Voice Not His Own,4,7,5,5,4,4,5,3,1,2,4,5,5,6,5,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,4|13|16|14|10|2|5|1|7|11|15|8|9|6|12|3,41.68159485,-72.94049835,-1
R_RCzoMdc9FYfRTgd,Default Response Set,Anonymous,,,24.15.171.133,0,5/23/2016 14:03,5/23/2016 14:12,1,1,1,A1R6ZLM9V362F7,34,1,1,1,,,,,7,3,6,2,2,2,3,,3,2,5,1,1,1,8,8,3,6,6,3,8,1,1,1,1,7,7,7,7,2,4,2,2,7,6,7,6,2,2,1,2,2,2,2,1,3,2,1,2,1,1,,,,,,,1,0,0,56.826,0,A man forged artwork and deceived galleries to the tune of several thousand dollars.  He had a fairly tumultuous background and was an ok artist in his own right.,"This is where the term ""scam artist"" came from",3,3,4,4,2,2,3,3,1,4,3,3,4,5,5,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,5|2|12|8|9|3|11|4|7|16|15|14|1|6|10|13,41.73510742,-88.04470062,-1
R_xb9MmmR22U7jdrX,Default Response Set,Anonymous,,,167.91.0.83,0,5/23/2016 14:05,5/23/2016 14:12,1,1,1,A34Y0IYUQ7TAWV,45,2,1,1,,,,,5,2,9,4,6,3,3,,5,4,5,7,2,7,6,2,4,8,8,6,2,3,4,4,3,6,6,5,6,3,4,4,4,6,6,5,6,2,3,3,2,2,2,1,2,2,2,2,2,1,1,,1,0,0,36.692,0,,,,,,Sullivan was born into poverty and then his mother died when he was in 1st grade. He went to live with his birth father and remained there until graduation. He is considered a highly skilled artist and one of the youngest to be reviewed as high,From poverty to artistic performance,6,6,5,4,4,4,5,3,1,4,6,2,6,6,6,3,6,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_58,high status,hypoformative|hypocat,,,13|6|4|14|11|5|9|2|1|12|8|15|16|10|3|7,32.80189514,-96.78829956,-1
R_3I5HPetQ2VYoLmS,Default Response Set,Anonymous,,,72.187.25.245,0,5/23/2016 14:05,5/23/2016 14:13,1,1,1,A2EY0R9GUHBNQX,36,1,1,1,,,,,3,3,5,5,2,2,3,,6,6,5,7,7,6,3,6,7,1,7,1,6,5,4,4,4,5,4,4,5,4,4,5,5,5,4,3,5,2,2,3,3,2,3,2,2,1,2,1,3,1,1,,,,,,,1,0,0,49.864,0,a guy is being charged with art fraud.  his mother died stayed with his father till highschool.  he graduated from ucla.  if he is charged he will face up to 10 years in prison.,ucla grad being charged with art fruad,5,5,6,5,3,3,4,3,1,2,5,3,1,2,2,3,4,6,6,6,5,5,5,6,2,7,7,7,1,1,1,FL_109,,,low Status,hypocat|hypoformative,1|11|14|16|8|13|5|4|15|7|3|9|12|6|10|2,27.75309753,-82.72239685,-1
R_1jPPblTKKNOzVLO,Default Response Set,Anonymous,,,50.142.100.112,0,5/23/2016 14:05,5/23/2016 14:13,1,1,1,A2UO3QJZNC2VOE,30,1,1,1,,,,,3,3,5,5,7,4,3,,6,5,5,7,1,1,7,1,8,1,8,1,8,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,3,2,2,3,2,2,2,2,3,2,2,2,3,1,1,,1,13.538,25.341,69.086,2,,,,,,A talented person who started out on hard times found a passion and won some awards and graduated from school with multiple honors as well.,Working Hard Can Save Anyone,6,5,6,4,4,5,4,2,1,4,5,2,4,5,5,3,6,3,3,3,3,3,3,4,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,12|16|9|4|11|13|10|2|8|3|15|14|1|5|7|6,35.92170715,-84.18289948,-1
R_bd6s6xP7Ingloch,Default Response Set,Anonymous,,,100.40.195.34,0,5/23/2016 14:03,5/23/2016 14:14,1,1,1,A2VISS2TT8ZLHS,29,2,1,1,,,,,7,4,9,2,3,2,3,,4,4,5,7,6,8,7,4,7,7,3,8,3,4,5,4,5,5,4,5,4,4,4,3,4,5,4,4,5,2,2,3,2,1,3,2,1,2,2,2,3,1,2,"College - was a journalism major, interned at 3 major national magazines, edited student newspaper.",,,,,,1,0,0,45.152,0,MFA recipient from the projects/Portland turns to art forgery after his professional work in mixed media is poorly received. He was arrested and charged accordingly.,Plagiarized paintings put painter in pokey.,4,5,4,4,3,4,4,Somewhere in the middle - 12?,1,2,2,6,3,4,7,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypocat|hypoformative,6|9|13|4|11|16|14|15|8|12|2|7|5|3|10|1,41.67700195,-73.86190033,-1
R_2eb2zSkCIDK6JwE,Default Response Set,Anonymous,,,173.65.215.132,0,5/23/2016 14:05,5/23/2016 14:14,1,1,1,A26HEELX3JRTNF,21,2,1,1,,,,,2,1,5,4,4,2,3,,2,2,5,4,3,6,6,4,6,2,7,3,3,3,3,4,4,4,4,4,4,3,4,3,3,5,4,5,4,2,2,3,2,2,3,2,2,2,1,1,2,1,1,,1,36.088,58.086,58.955,3,,,,,,A young artist is having his work exhibited in The Hive. His work is based on his life experience living in the projects. ,From The Projects To The Hive - The Story Of An Artist,6,7,6,5,5,7,7,the arts section,1,5,6,2,5,7,6,3,6,4,4,4,4,4,4,4,2,6,6,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,6|5|9|16|7|3|4|8|10|13|14|1|12|15|2|11,28.13380432,-82.66850281,-1
R_231MRoKnPNxmDp8,Default Response Set,Anonymous,,,108.171.130.171,0,5/23/2016 14:06,5/23/2016 14:14,1,1,1,A2MGSKCPFIZIBY,32,1,1,1,,,,,6,3,6,5,7,5,3,,5,3,5,6,3,1,7,6,6,6,7,1,7,2,3,5,4,5,5,6,4,4,5,5,2,6,3,2,4,3,3,1,2,3,2,3,1,1,3,3,2,1,1,,1,48.993,48.993,50.31,1,,,,,,"A young artist, Jordan Sullivan will be featured at a gallery in Los Angeles. Jordan offers insight into  / gritty urban living and poverty. / ",Gritty L.A. artist provides portrayl of poverty at local Hive Gallery.,5,5,2,2,1,3,3,8,1,3,3,2,6,7,5,3,7,2,1,1,2,1,1,2,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,10|5|4|16|7|2|15|9|3|11|1|8|13|6|12|14,40.78010559,-74.06330109,-1
R_1eV8gmEQCG5u8WR,Default Response Set,Anonymous,,,65.88.88.156,0,5/23/2016 14:02,5/23/2016 14:14,1,1,1,A1H2E85EW10IO3,31,1,1,1,,,,,7,4,9,1,3,3,2,,6,6,5,4,2,2,6,4,4,6,8,1,8,2,2,2,3,6,6,6,5,2,2,3,2,5,5,6,5,3,2,1,2,2,1,2,2,2,3,2,2,1,1,,1,84.051,84.051,88.45,1,,,,,,Jordan Sullivan has had a hard life in Los Angeles.  That upbringing has inspired him to go to college and become an incredible artist.  This art will now be on display for the public to see.,Inspired by the Streets:  How One Rose Up From Them,4,5,4,5,3,6,4,12,1,3,6,2,5,6,6,3,6,2,2,2,2,2,2,2,1,5,5,5,1,1,1,FL_58,high status,hypocat|hypoformative,,,12|2|8|10|14|15|3|6|4|5|13|7|11|9|16|1,40.80560303,-73.91690063,-1
R_3M0tmTzPScwZBcD,Default Response Set,Anonymous,,,165.230.224.202,0,5/23/2016 14:05,5/23/2016 14:14,1,1,1,A2ACX54TA47XVX,22,2,1,1,,1,,,4,2,6,2,1,1,3,,1,2,5,2,2,2,7,6,7,4,6,3,6,1,1,1,2,6,6,6,6,2,2,2,2,7,6,7,7,2,3,2,3,3,3,2,1,1,3,3,2,1,1,,,,,,,1,0,0,44.912,0,A very talented artist stole a large amount of fine art from many people,Portrait of a Thief: Artist Caught Stealing Fine Paintings,4,4,3,3,3,2,3,5,1,6,6,7,6,7,5,3,4,4,4,4,4,2,4,4,2,6,6,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,15|4|12|1|9|2|8|3|13|7|10|6|16|5|11|14,40.55160522,-74.46369934,-1
R_3dEV7TfsYjFfDpz,Default Response Set,Anonymous,,,174.24.101.246,0,5/23/2016 14:04,5/23/2016 14:14,1,1,1,ADV6NZSKHRBTF,31,1,1,1,,,,,3,3,6,3,6,5,3,,4,6,5,3,4,3,7,7,7,3,6,1,7,6,5,6,5,3,5,4,5,6,6,4,6,7,6,5,5,3,1,2,2,2,3,2,2,3,1,2,3,1,2,Feature writing in college,,,,,,1,4.437,4.437,47.02,1,"A man, Jordan Sullivan, overcame the hardship of growing up in the projects and went on to become a street artist.  His work never achieved much acclaim and he is being prosecuted for taking thousands of dollars from gallery owners.",Overcoming the odds lead to failure,4,5,4,7,7,5,4,Lifestyle or local sections,1,4,1,5,4,2,2,3,1,5,5,3,4,4,4,2,2,5,4,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,7|16|8|5|13|10|1|14|4|2|3|15|9|6|12|11,38.74659729,-104.7102966,-1
R_31XeQLj05zT0sAd,Default Response Set,Anonymous,,,187.188.14.209,0,5/23/2016 14:03,5/23/2016 14:14,1,1,1,A1159EV0HX7QLZ,37,1,1,1,,,,,4,3,6,5,6,6,4,,5,5,5,6,7,6,6,7,8,7,8,3,7,6,4,5,5,5,5,5,4,5,5,5,5,6,5,5,5,2,2,2,2,1,1,3,2,2,3,3,1,1,1,,1,0,0,81.01,0,,,,,,Sullivan is a talented artist that has had many hardships throughout his life. In general he has fought to get the recognition and degree's he has obtained. ,Sullivan's Process of the Projects a spectacle in arts.,5,5,6,5,5,5,6,3,1,5,6,3,5,5,6,3,6,5,5,6,5,5,6,6,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,15|12|10|8|4|2|16|9|3|6|1|7|14|5|11|13,19.43580627,-99.14389801,-1
R_1f89Q4brvXNTV7i,Default Response Set,Anonymous,,,98.101.111.14,0,5/23/2016 14:09,5/23/2016 14:14,1,1,1,A1GUUOCIDL11VX,30,1,1,1,,,,,5,2,6,1,1,1,3,,2,2,5,2,7,2,7,2,7,2,7,7,7,1,1,1,1,7,7,7,1,1,7,1,1,7,7,7,7,2,2,1,2,2,2,2,2,2,1,2,3,1,1,,,,,,,1,0,0,32.772,0, young man who grew up in a poor neighborhood went to college and obtained an FA degree but wasn;t very good so he resorted to stealing art.,Bad Artist becomes Good Artist-In the Wrong Art Form,5,5,3,5,5,5,5,local section-pg 4-5,1,2,2,5,5,3,4,,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,16|8|10|1|5|11|4|15|14|3|7|12|9|13|2|6,36.11720276,-80.07649994,-1
R_3syR3VtwuChqUSd,Default Response Set,Anonymous,,,50.139.148.122,0,5/23/2016 14:03,5/23/2016 14:15,1,1,1,A3HXCMU4MOPSQI,41,1,1,1,,,,,4,3,5,5,6,4,7,Caucasian and Pacific Islander,2,3,5,2,4,1,4,6,4,3,7,1,8,1,1,2,1,4,7,7,1,1,7,2,2,7,4,7,7,1,3,3,2,2,3,2,1,2,2,2,3,1,1,,1,3.855,94.752,95.989,2,,,,,,An artist who grew up poor got into art school and now has an exhibit at the Hive Gallery.,Artist Brings Dose Of Reality To Hive Gallery,6,5,2,4,4,4,3,"20 (or if you mean the section... ""arts"")",1,4,5,2,4,5,5,3,5,1,1,1,1,1,1,1,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,5|1|14|9|6|11|10|3|4|16|13|2|8|15|7|12,42.12980652,-72.5687027,-1
R_2f96ZvoKVayVHYy,Default Response Set,Anonymous,,,72.174.10.15,0,5/23/2016 14:04,5/23/2016 14:15,1,1,1,A2NDXUBGWNBSQB,20,1,1,,,1,,,1,4,5,3,5,2,3,,2,2,5,3,6,6,8,7,7,6,7,4,6,2,2,3,1,5,4,6,6,2,2,2,4,6,6,6,4,3,3,3,2,2,2,3,2,2,3,1,3,1,1,,1,0,0,81.74,0,,,,,,"An artist named Sullivan, whose work generally depicts images of poverty in urban environments, will have his work featured on a public display in Los Angeles on Friday. Sullivan was born in L.A., received an education in art from UCLA, and is generally considered one of the most talented artists of his time by peers, especially in his field of work.",L.A. Native Sullivan to Have Work Featured on Public Display,6,6,4,4,2,5,6,"A ""local"" or ""hometown"" section",1,4,5,2,6,7,6,3,7,3,4,4,3,3,3,2,2,6,6,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,16|5|13|1|7|4|12|8|15|9|3|10|6|2|11|14,46.85820007,-113.9896011,-1
R_33Csc4wrfSiaFEH,Default Response Set,Anonymous,,,24.166.101.251,0,5/23/2016 14:03,5/23/2016 14:15,1,1,1,A3EPDU2O2JMR50,31,1,1,,1,,,,2,1,6,5,5,5,3,,7,3,5,7,6,7,3,2,6,7,6,8,2,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,2,1,3,2,2,1,2,2,2,2,1,1,,1,0,0,75.983,0,,,,,,A young kid raised in the projects overcame the death of his mother by creating art using different materials and has been honored for his work.  ,Young Angeleno artist emerges from projects to realize his potential,7,7,7,7,7,7,7,2,1,5,7,1,7,7,6,3,7,2,2,2,2,2,2,2,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,7|16|13|12|10|6|8|11|3|15|14|9|2|5|1|4,41.9703064,-80.3125,-1
R_RwW15wXNB8EIiFX,Default Response Set,Anonymous,,,99.165.141.14,0,5/23/2016 14:05,5/23/2016 14:15,1,1,1,A2WHQWJD3OQDVN,30,2,1,1,,,,,4,3,9,5,6,6,3,,3,5,5,1,3,7,7,6,6,6,7,2,3,1,1,1,1,7,7,7,7,3,1,2,2,7,6,7,6,2,2,3,2,1,2,1,1,1,2,2,3,1,1,,,,,,,1,51.088,52.037,57.067,2,"Mr. Sullivan grew up in the projects. When his mother died he went to live with his birth dad and ended up going to art school. He had some talent, but it wasn't well received. He started forging art for profit and was caught. He is now facing a long prison sentence. ",Stolen Talent,6,6,5,6,5,4,5,3,1,2,1,7,2,4,4,3,4,3,3,3,4,4,4,4,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,11|3|2|10|12|16|8|6|9|14|5|15|7|4|13|1,35.39300537,-91.66950226,-1
R_3ly6LvO2QYPDkEC,Default Response Set,Anonymous,,,67.2.52.88,0,5/23/2016 14:04,5/23/2016 14:15,1,1,1,A2OFN0A5CPLH57,33,2,1,,,,,1,1,1,6,5,7,7,3,,6,6,5,1,1,4,3,8,8,6,7,1,4,5,4,4,2,4,7,7,7,4,4,4,4,7,6,7,6,3,2,3,2,2,2,3,1,3,3,2,3,1,1,,,,,,,1,0.137,85.467,86.988,4,"A person who had a degree in art forged famous paintings.  He tried to be successful with his own art, but it never became a success and consequently he decided to forge famous paintings.  Int total 60 paintings were found in his apartment.",LA Man Forges Famous Pieces of Art,4,6,4,4,1,2,4,3 (The arts and culture page),1,4,1,4,4,4,6,3,5,4,4,4,4,4,4,4,2,6,6,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,9|14|8|10|1|5|15|2|7|12|11|6|4|13|3|16,40.65759277,-111.8840027,-1
R_AdoY8K1wYQalcf7,Default Response Set,Anonymous,,,187.232.58.31,0,5/23/2016 14:08,5/23/2016 14:16,1,1,1,A2NMETDZGRDQ55,20,1,1,1,,,,,4,3,4,4,4,2,3,,4,4,5,8,1,1,8,1,8,1,8,1,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,2,2,2,2,2,3,1,3,3,2,1,1,,,,,,,1,0,0,54.153,0,This guy lived with his mom and then with his dad. He studied but his work was not well received so he stole nearly 60 paintings and he might go to jail for ten years,The art-talent stealer,6,6,6,4,3,4,5,6,1,5,3,5,3,5,4,3,3,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,12|9|1|11|15|14|6|13|10|16|7|4|8|3|2|5,19.30760193,-99.14379883,-1
R_1Owq6WPLzy1N5LQ,Default Response Set,Anonymous,,,68.7.196.193,0,5/23/2016 14:03,5/23/2016 14:16,1,1,1,A1FTGHYEU1T71Y,26,2,1,,,,,1,2,1,5,1,1,1,4,,3,3,5,1,1,3,3,8,4,1,6,8,4,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,3,3,2,2,3,1,2,3,2,3,1,1,,1,0,0,88.831,0,,,,,,"An artist whose works shine a light on poverty are going to be showcased. The article also discusses some details about the artist's life, such as losing his mother at an early age.",Harsh Reality Depicted in Art,5,5,4,4,4,4,5,2,1,4,4,1,4,6,6,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,11|6|12|15|14|9|8|16|7|1|10|4|2|5|13|3,32.56939697,-117.0158005,-1
R_DBS9IM6Vn8ktTR7,Default Response Set,Anonymous,,,73.221.72.202,0,5/23/2016 14:04,5/23/2016 14:16,1,1,1,A2HQHBR7Z4AI56,41,2,1,1,,,,,4,3,6,5,5,5,3,,2,1,5,3,2,2,7,6,6,7,7,2,7,1,2,4,4,4,4,4,5,6,6,5,7,6,6,6,1,1,2,3,2,2,3,2,1,2,3,3,2,1,1,,,,,,,1,105.46,105.46,105.845,1,He lived with his mom who died when he was in first grade.  Then he moved with his dad in Portland.  He was a decent artist but began forging art work.  ,Art Forgery: Talent or crime?,5,5,5,5,5,6,5,2nd,1,3,2,6,5,6,4,3,6,5,5,5,5,5,5,5,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,7|2|11|14|5|3|8|4|16|1|13|12|6|9|10|15,46.97779846,-122.8715973,-1
R_eqBqqYDdBhAKtH3,Default Response Set,Anonymous,,,74.90.30.66,0,5/23/2016 14:08,5/23/2016 14:17,1,1,1,A2XUSD4DG9YHT9,21,1,1,1,,,,,5,3,6,5,5,5,3,,5,4,5,6,6,4,4,3,3,3,3,4,6,3,4,4,4,4,5,5,3,3,6,2,4,5,4,3,3,1,2,2,2,2,2,2,3,2,3,2,2,1,1,,,,,,,1,0,0,45.557,0,A man plead guilty to copying and selling others art. It was said that he is very talented and profited majorly from selling to art galleries and the such. ,LA Artist Admits to Copying and Selling others Artwork ,4,5,3,4,3,3,6,Not front page but somewhere close,1,3,3,5,5,4,4,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,3|10|16|12|5|2|15|4|1|6|9|7|11|13|8|14,41.37930298,-74.73809814,-1
R_ZmWa37VNGmSF6Zr,Default Response Set,Anonymous,,,98.25.162.178,0,5/23/2016 14:07,5/23/2016 14:17,1,1,1,A3UKRC3LBM1LEW,31,2,1,1,,,,,4,3,6,5,5,5,6,,7,7,5,1,1,4,6,8,7,1,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,3,2,1,3,1,2,2,1,1,,,,,,,1,0,0,84.641,0,A man named Jordan Sullivan was arrested and charged with Fine Art Forgery. He began forging famous artist's works after his was not well received.,What He Did When He Wasn't Talented Enough,4,5,5,4,4,4,4,Arts,1,4,1,6,1,3,1,3,1,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypocat|hypoformative,9|8|1|13|16|4|10|5|12|2|15|3|14|7|6|11,34.04840088,-81.11100006,-1
R_31uAWsFzejPz5Ll,Default Response Set,Anonymous,,,12.24.166.210,0,5/23/2016 14:07,5/23/2016 14:17,1,1,1,A10XR1EI384A5Q,32,2,1,1,,,,,7,4,6,6,6,6,3,,4,4,5,6,1,2,6,7,8,1,6,1,7,4,5,6,5,2,3,3,5,5,5,5,5,4,3,4,3,2,3,3,2,2,1,2,1,1,2,2,1,1,1,,,,,,,1,0,0,59.639,0,Jordan Sullivan used his art skills to replicate famous paintings and sold them to art galleries. He may face up to 10 years in prison.,Artist Brushes with Law After Forging Fine Art,4,4,2,3,1,2,2,Crime,1,3,3,5,3,5,5,3,4,4,4,4,4,3,3,3,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,1|8|9|13|5|16|15|10|11|4|2|14|7|6|12|3,29.74310303,-95.44460297,-1
R_1psxVuRXsSvey0o,Default Response Set,Anonymous,,,209.64.11.179,0,5/23/2016 14:09,5/23/2016 14:17,1,1,1,A21M2EFFRKX5S3,27,2,1,1,,,,,6,4,6,2,3,3,3,,2,2,5,6,3,3,6,6,6,3,6,3,6,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,3,2,2,1,2,2,3,1,1,3,3,2,1,1,,1,0,0,64.615,0,,,,,,A young man living in poverty most of his life and losing his mothers becomes one of the newest artists to have his work placed in the prestigious hive hall.,Artist transcends poverty as his work is displayed at hive hall.,6,6,7,2,4,6,6,Arts,1,5,6,1,6,6,6,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,5|16|8|1|15|7|6|4|11|3|2|14|10|13|12|9,32.71530151,-117.1573029,-1
R_2ahKrrGPgpcK7ne,Default Response Set,Anonymous,,,108.253.236.99,0,5/23/2016 14:05,5/23/2016 14:17,1,1,1,AUUXIGL2LI64Q,64,2,1,,,,,1,4,3,6,2,2,2,3,,5,4,5,7,1,1,7,4,7,1,6,1,7,2,2,3,2,6,6,6,5,2,2,2,3,6,6,7,6,3,2,3,2,2,1,2,1,2,2,2,3,1,1,,,,,,,1,0,0,75.963,0,"An LA man, a product of a difficult environment, was a reasonably gifted artist.  Unfortunately, since his own works did not make enough money, he resorted to forgery of other artists' work.",LA man swindles thousands from gallery owners,4,4,6,6,6,6,6,2,1,3,2,7,2,5,4,3,5,3,3,3,4,3,2,2,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,3|9|11|1|10|13|12|14|8|5|16|2|6|15|7|4,41.74389648,-87.93430328,-1
