V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_incom,demo_class,demo_educa_1,Q17_1,Q19_1,Q19_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q63,j_training,j_training_TEXT,Q76_1,Q76_2,Q76_3,Q76_4,Q48,Q75_1,Q75_2,Q75_3,Q75_4,Q50,summary,headline,writing,include,pagenum,Q35,age,credible,status,ambitious,attn2,hardwork,emphasis,Q78,Q80,hypo_4,hypo_11,hypo_12,hypo_5,guilt1,guilt2,guilt3,guilt4,guilt5,Q66,Q65,DO-BR-FL_15,DO-BR-FL_21,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_UanjbGbh3Bd0OkN,Default Response Set,Anonymous,,,73.175.175.81,0,9/9/2015 17:51,9/9/2015 18:06,1,1,1,A1TTI3XYO5U0ZT,44,2,1,,1,,,,5,2,5,2,2,2,3,,3,2,5,7,1,1,6,1,8,1,7,1,7,2,3,3,3,3,3,1,2,2,2,2,2,1,1,1,1,7,7,6,6,2,2,2,3,6,3,7,7,1,1,,,,,,,0,0,122.954,0,1,Dr. Mender performed a study in which he claimed to have injected the cold virus into melanoma which he said cured cancer cells in 78% of the patients. The study was proven to be false.  His father died of melanoma which made his falsification of his study even more puzzling.,GWU Researcher Falsifies Melanoma Study Results,6,6,Health ,1,3,5,5,6,3,5,4,4,4,3,3,3,3,4,4,3,7,7,1,1,target does something bad,hypoformative|hypocat,6|16|15|3|1|10|14|5|12|13|9|8|2|11|4|7,39.86309814,-76.15249634,-1
R_3mfS9aiQyqStv5v,Default Response Set,Anonymous,,,76.4.104.149,0,9/9/2015 17:50,9/9/2015 18:08,1,1,1,AIHSJ9LQISHQO,22,1,2,1,,,,,4,3,5,4,4,4,4,,6,4,5,8,2,2,8,1,8,2,8,1,8,3,2,1,2,2,1,2,2,2,3,2,2,4,3,2,3,7,4,3,5,1,1,2,1,7,6,4,5,1,1,,0,0,142.632,0,1,,,,,,A doctor has been researching about how to heal the melanoma which is a type of cancer in the skin. He found a kind of cure during a trial he made with his team and it looks to be very impressive and effective.,Science hits one more time against the cancer,6,7,2,1,3,7,7,7,,7,4,6,6,4,4,5,6,1,7,1,5,7,1,1,target does something good,hypocat|hypoformative,12|8|10|11|14|9|4|13|3|5|6|16|7|1|2|15,28.66529846,-81.41880035,-1
R_1LZmAoHiYRzfynl,Default Response Set,Anonymous,,,68.8.241.27,0,9/9/2015 17:58,9/9/2015 18:09,1,1,1,A1APYLD4DUK33J,28,1,1,1,,,,,2,1,5,7,7,7,3,,7,7,5,4,3,4,4,4,4,4,3,4,6,2,3,2,1,1,1,1,1,1,1,1,3,7,7,7,7,1,1,7,1,7,7,7,7,1,1,1,1,1,1,,,,,,,28.509,71.426,73.563,4,1,"Dr. Mendez falsified data regarding melanoma. He published research stating his treatment had a 78% success rate. When other doctors began attempting to treat their patients with Dr. Mendez's method, they noticed no positive effect and confronted him on it. He admitted to falsifing his data. ","Affimative Action Mexican Doctor Falsifies Research, Remains Unpunished",6,7,2,1,2,1,1,1,3,1,4,1,1,1,1,1,1,1,1,7,1,1,1,1,target does something bad,hypocat|hypoformative,13|14|15|10|12|8|6|4|7|1|16|2|5|11|9|3,33.35319519,-117.4309006,-1
R_2UaM0rYJffQtdBP,Default Response Set,Anonymous,,,107.9.136.65,0,9/9/2015 18:00,9/9/2015 18:10,1,1,1,A1FXNFAL67Y7SR,27,1,1,1,,,,,5,2,6,3,5,2,3,,4,4,5,6,6,6,7,3,2,6,3,8,3,3,3,3,1,2,3,1,1,2,2,2,3,3,5,4,5,4,4,4,4,4,4,5,6,4,3,2,3,1,1,,,,,,,0,0,86.217,0,1,He misreported the results of a study about injecting cold virus into melanoma victims.  His motives are unclear. ,Wishful thinking on the melanoma front,6,7,1,1,3,2,2,7,3,5,5,4,2,5,4,4,4,3,3,3,5,4,1,1,target does something bad,hypocat|hypoformative,1|6|7|5|4|9|10|2|15|11|13|14|12|8|16|3,41.23139954,-80.75669861,-1
R_2cBKyWS1QktPvcL,Default Response Set,Anonymous,,,74.87.207.3,0,9/9/2015 17:53,9/9/2015 18:16,1,1,1,A2HWXD63F0FD21,29,1,1,,1,,,,3,2,4,2,2,2,4,,7,7,5,6,2,2,7,7,2,7,6,2,7,3,3,3,1,3,3,3,1,3,3,3,1,2,2,2,2,6,6,2,6,2,2,2,2,6,6,6,6,1,1,,21.857,30.477,58.377,4,1,,,,,,"That a Dr Mendez has incredibly discovered a cure to melenoma, unheard of until recently. This is an amazing discovery in the world of medicine since it has never been done before.","War With Melenoma Finally Won, A Victory For the History Books",6,7,1,1,2,6,6,7,3,7,3,3,4,6,6,6,5,3,3,4,5,5,1,1,target does something good,hypoformative|hypocat,14|12|3|13|5|1|11|6|15|8|9|2|4|16|10|7,34.02909851,-118.3992996,-1
R_3HLhLvI6Dc6ZcAH,Default Response Set,Anonymous,,,50.180.234.128,0,9/9/2015 19:16,9/9/2015 19:24,1,1,1, AHDW3HGQPMHOL,29,2,1,,,,,1,4,4,9,1,4,1,3,,2,1,5,6,1,6,8,3,8,2,6,6,6,3,3,3,2,3,3,2,1,2,2,2,3,1,1,1,1,6,6,7,6,1,2,3,1,7,6,7,6,1,1,,0,0,27.673,0,1,,,,,,A Dr. Mendez of GWU and a team of researchers found an apparent cure for melanoma by injecting rats with a specific substance that resulted in remission of melanoma 70-80 percent of the time.,A Ray of Hope: Researchers Identify Promising Cure for Melanoma,4,6,2,1,2,5,5,6,3,6,4,4,4,4,4,4,4,4,4,1,6,7,1,1,target does something good,hypoformative|hypocat,1|4|14|11|6|3|12|9|16|5|10|7|15|13|2|8,33.86329651,-84.49839783,-1
R_3EmxhkmTI1zdkzz,Default Response Set,Anonymous,,,74.65.144.216,0,9/9/2015 19:16,9/9/2015 19:25,1,1,1,A2IG3A1HO4SJHT,26,2,1,,,,,1,5,3,8,3,3,2,3,,2,2,5,7,3,6,6,3,7,3,7,6,3,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,7,7,7,7,2,2,2,2,7,7,7,7,1,1,,,,,,,0,0,43.556,0,1,A cancer researcher falsified his data so it looked like he had found a cure for melanoma. It was made more shocking by the revelation that his father had died of the disease. ,Scientist Finds Cancer Cure? Mela-nope-a. ,4,5,2,1,2,3,3,7,3,4,4,4,4,4,4,4,4,5,5,1,6,6,1,1,target does something bad,hypoformative|hypocat,5|12|9|1|15|16|10|6|7|8|4|3|11|13|2|14,44.40510559,-69.75669861,-1
R_41GuLWQwINBmmid,Default Response Set,Anonymous,,,107.201.134.222,0,9/9/2015 19:16,9/9/2015 19:26,1,1,1,A12KSSK7Z28AJM,20,2,1,,1,1,,,7,3,5,5,5,3,7,"hispanic, caucasian, african mix",4,1,5,7,8,6,3,6,6,7,8,1,8,2,3,3,2,1,3,2,1,1,3,2,2,2,5,4,2,4,7,2,4,2,4,2,4,5,4,3,6,1,1,,,,,,,2.679,63.265,65.158,8,1,"Dr.Mendez filed a falsified means to help cure melanoma by injected the muted cold virus. The statistics he promoted were staggering and promising, they were published in a medical journal. What happened in reality was that his ""cure"" was a lie.",Who Can we Trust in the Medical Industry? ,5,7,front page,1,1,1,1,7,3,3,4,5,5,2,2,4,4,1,3,4,6,6,1,1,target does something bad,hypocat|hypoformative,16|6|8|11|12|1|14|4|7|10|3|15|5|13|2|9,34.46609497,-118.5746994,-1
R_3jdlhJqItuDbePJ,Default Response Set,Anonymous,,,71.0.107.86,0,9/9/2015 19:16,9/9/2015 19:27,1,1,1,A2QVJHKCKODQO6,55,2,1,,,,,1,5,3,6,7,6,6,3,,3,3,5,1,2,2,6,8,7,7,7,6,7,2,2,3,3,1,3,1,1,3,2,1,2,1,2,2,1,7,6,7,6,2,1,2,2,6,5,6,6,1,1,,0,0,119.144,0,1,,,,,,Dr. Alex Mendez has discovered a possible cure for melanoma.  His two years of research at George Washington University medical center on over 800 patients proved to be 78% effective in curing melanoma.  The cure involves injecting a mutation of a cold virus into the melanoma lesions.  ,Common Cold Cures Melanoma,6,6,1,1,3,7,6,7,3,7,4,4,4,4,4,4,4,1,1,3,6,6,1,1,target does something good,hypocat|hypoformative,11|2|4|7|13|16|8|15|6|12|14|5|3|9|1|10,41.06669617,-74.81279755,-1
R_2Sry3OVAZzD5vKj,Default Response Set,Anonymous,,,97.125.86.156,0,9/9/2015 19:18,9/9/2015 19:28,1,1,1,A26RO8GGTQAXGG,52,2,1,,1,,,,2,3,6,1,1,1,3,,2,5,5,2,1,1,8,6,7,1,7,2,8,3,2,3,1,2,3,1,1,2,2,2,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,2,I dropped out of J-school sophomore year. University of Oregon 1992-4,6.613,57.585,65.88,3,1,,,,,,"Mendez found a cure for melanoma, by injecting cold virus directly into the lesions. His father dies of the disease when he was a teen.",Mendez Cures Melanoma,5,6,3,1,3,6,6,7,3,6,2,4,5,4,4,4,4,6,6,1,6,7,1,1,target does something good,hypoformative|hypocat,3|13|14|2|15|9|4|7|8|11|1|5|6|16|10|12,43.21789551,-123.4020996,-1
R_2aVA7nZ0xLssJSV,Default Response Set,Anonymous,,,97.80.105.24,0,9/9/2015 19:22,9/9/2015 19:35,1,1,1,A3DLKEN1H17CCE,24,1,1,,,,,1,1,3,4,2,3,3,3,,4,5,5,1,1,4,6,8,8,1,8,1,7,2,3,2,3,2,3,1,1,1,2,3,3,2,1,1,1,7,7,1,6,1,7,1,1,7,7,7,7,1,1,,0,0,69.813,0,1,,,,,,This doctor helped form a possible cure for Mellanoma skin cancer by injecting a mutated cold virus into the affected skin cancer area. This would rid of the cancer up to 78% and could save thousands of lives a year.,Could the cure for Mellanoma be in a sneeze? ,5,7,Health,1,1,5,6,7,3,7,5,4,4,4,4,4,4,3,2,7,4,7,1,1,target does something good,hypoformative|hypocat,15|2|14|16|1|4|11|7|13|12|3|10|5|9|8|6,42.18609619,-72.52549744,-1
R_21moczuwQPfXOnA,Default Response Set,Anonymous,,,24.54.125.158,0,9/9/2015 19:18,9/9/2015 19:39,1,1,1,A1IKFVUJRRA3PT,29,2,1,,1,,,,5,3,6,4,5,3,6,,5,5,5,2,6,7,8,8,7,1,8,2,8,3,1,3,2,1,3,3,1,2,3,3,3,1,1,4,1,7,5,1,4,4,3,4,3,7,6,7,3,1,1,,,,,,,0,0,122.432,0,1,"A research doctor at George Washington university falsified research claiming to cure Melanoma. He claimed that human cold virus could be injected into the Melanoma, resulting in the body healing itself. Other researchers tried the method but did not find improvement in their patients. The doctor admitted to lying about research. He was from Mexico and his father died from Melanoma. He has not formally commented on the fabrication.  ",University Researcher Admits to Falsifing Melanoma Data,4,4,2nd page ,1,3,1,6,6,3,5,4,3,2,4,4,4,3,5,5,2,7,7,1,1,target does something bad,hypocat|hypoformative,15|13|10|6|8|3|16|5|9|7|12|2|14|1|4|11,30.5632019,-98.11119843,-1
R_sXazyNQ997MiT8B,Default Response Set,Anonymous,,,99.53.241.183,0,9/9/2015 19:18,9/9/2015 19:42,1,1,1,ANXJRYZDKHNDV,54,2,1,,,,,1,4,3,5,6,7,6,3,,5,5,5,7,3,3,6,3,7,2,6,4,4,2,3,3,3,2,2,2,1,3,2,2,3,1,5,5,4,3,3,6,4,5,6,5,6,5,4,5,1,1,1,,,,,,,0,0,156.776,0,1,Dr. Mendez admitted that the conclusions of a study he did on a treament to cure melanoma were false and untrue. The treatment involved injecting the melanoma with a common cold virus and was supposed to help the body cure itself. ,Mendez melanoma cure a myth.,4,4,3,1,3,2,2,6,3,3,3,4,4,3,3,3,3,2,2,4,5,5,1,1,target does something bad,hypoformative|hypocat,5|6|10|15|12|8|16|13|3|9|7|4|11|14|2|1,38.04600525,-121.3549957,-1
R_1lhGPmKV8gT0brt,Default Response Set,Anonymous,,,12.68.18.138,0,9/9/2015 19:56,9/9/2015 20:07,1,1,1,AQ8A3JYE6PO6U,28,2,1,,1,,1,,4,3,6,5,5,5,3,,7,7,5,3,6,6,3,8,7,3,8,1,7,3,3,3,1,2,3,3,1,2,3,2,3,5,6,6,6,3,3,4,4,5,5,5,5,3,3,2,3,1,1,,0.921,98.369,99.307,5,1,,,,,,A researcher has found that the lesions formed from melanoma can be shrunken by injecting cold virus into them. Theirs trials have included over 800 participants with over 70% success.The researcher is inspired by his father who passed away from melanoma.,Researsher on the brink of a remarkable melanoma cure,4,6,Health section,1,3,6,6,7,3,7,4,4,4,4,4,4,4,1,1,3,5,5,1,1,target does something good,hypoformative|hypocat,10|9|16|15|11|5|7|12|8|2|13|6|1|14|3|4,39.74530029,-81.10540009,-1
R_9nTgz2uKPS2E2T7,Default Response Set,Anonymous,,,54.148.44.119,0,9/9/2015 20:14,9/9/2015 20:25,1,1,1,A1YJTIKGNQBXB3,59,1,1,1,,,,,4,3,5,4,5,5,3,,2,2,5,7,1,2,6,4,8,3,7,2,8,2,3,3,2,2,1,3,2,3,3,2,3,6,4,3,2,3,3,4,2,3,6,3,5,5,3,6,3,1,1,,0,0,58.114,0,1,,,,,,Melanoma is a deadly skin cancer. It has resulted in a new study which is promising that allows the body to self heal itself. Initial studies are showing high probability for a cure,Promising Self Healing Cure For Melanoma,6,6,page 2,1,4,6,6,6,3,7,4,3,3,3,3,3,3,4,4,4,6,5,1,1,target does something good,hypocat|hypoformative,9|6|14|2|16|11|15|7|10|3|5|4|12|13|8|1,45.83990479,-119.7005997,-1
R_YPIp4Z2NykOQkwN,Default Response Set,Anonymous,,,206.123.194.148,0,9/9/2015 20:13,9/9/2015 20:25,1,1,1,ANHTVHW3XY04Y,27,2,1,1,,,,,4,3,6,5,3,3,3,,6,5,5,8,4,1,8,2,8,1,8,1,8,3,2,3,2,3,3,3,3,3,2,2,2,3,2,3,4,4,4,5,4,2,4,3,4,4,4,4,3,1,1,,,,,,,115.521,115.521,116.911,1,1,"Juan Mendez falsified data, stating he found a cure for melenoma. By injecting the flu at the site. Other researchers found no truth to his methods. Mendez admitted to lying. His father passed away from melenoma",Researchers give false hope for melenoma patients. ,7,7,Melenoma,1,4,2,3,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,target does something bad,hypocat|hypoformative,2|7|9|10|13|14|8|15|12|16|5|3|4|1|6|11,37.33630371,-108.7270966,-1
R_3eesXl0yKfRG8xS,Default Response Set,Anonymous,,,68.234.201.188,0,9/9/2015 20:18,9/9/2015 20:26,1,1,1,A251BVRUXN0QRW,21,2,1,,,1,,,4,2,5,2,2,2,7,asian and caucasian,3,4,5,2,2,7,7,8,6,3,4,4,3,2,3,3,2,1,3,1,1,2,2,1,2,1,4,1,1,4,6,7,6,1,1,1,1,7,6,7,7,1,1,,,,,,,28.125,71.412,71.757,6,1,A doctor said he found a possible cure for melanoma through his research but it was a lie. He was caught when other people tried to replicate his data.,The Boy Who Cried Cure,4,6,Medical/Health,1,1,1,4,4,3,4,4,3,4,4,4,4,4,1,4,1,4,4,1,1,target does something bad,hypocat|hypoformative,3|2|5|4|8|6|7|14|9|10|1|15|13|11|16|12,30.52520752,-84.33209991,-1
R_pFbHp9dQLPMr1YJ,Default Response Set,Anonymous,,,173.240.195.222,0,9/9/2015 20:13,9/9/2015 20:27,1,1,1,A1YBUA89N9CV2N,33,1,1,1,,,,,4,3,6,4,4,4,2,,6,6,5,7,3,2,7,7,7,6,7,1,6,2,2,3,2,2,2,3,2,3,1,1,2,2,2,2,2,6,6,5,6,1,2,2,3,5,6,6,5,1,1,,,,,,,0,0,72.001,0,1,The cure for melanoma was unethically fabricated.  The tests show that the proposed method has no effect on curing this disease.  It is still questionable why the researcher was not truthful.   ,"fabricated medical cure, why?",4,4,page 3,1,3,3,5,6,3,3,4,4,4,4,4,4,4,2,3,3,4,4,1,1,target does something bad,hypocat|hypoformative,9|7|10|12|15|8|14|16|1|11|3|4|2|13|6|5,41.56350708,-93.78420258,-1
R_1kSaOC6Vca8qN52,Default Response Set,Anonymous,,,68.105.236.136,0,9/9/2015 20:17,9/9/2015 20:28,1,1,1,AGBDM85RLYTGL,40,2,1,1,,,,,7,3,6,4,5,3,1,,5,4,5,7,1,2,6,2,3,2,7,2,4,3,2,2,3,1,3,1,1,2,1,2,2,1,1,1,2,6,7,2,5,2,2,3,1,6,6,6,6,1,1,,0,0,60.051,0,1,,,,,,A possible curative treatment for melanoma skin cancer has been found whereby injecting lesions with active cold virus can teach the body to cure itself. Juan was the researchers (mendez) father and he died from thedisease. ,Possible Cure for Melanoma on the Horizon,6,6,Front Page ,1,3,7,5,7,3,7,4,2,2,4,4,4,4,1,7,1,7,7,1,1,target does something good,hypoformative|hypocat,11|10|7|4|12|1|6|14|3|8|2|9|13|15|16|5,37.06269836,-76.40519714,-1
R_3CINQx5j4Dbwrpq,Default Response Set,Anonymous,,,108.217.72.81,0,9/9/2015 16:24,9/9/2015 16:29,0,1,1,A3ULZGQA5AQMTD,34,1,1,,1,,1,,3,2,4,4,4,4,3,,7,7,5,6,4,4,8,6,7,2,7,3,7,2,3,2,3,3,3,2,3,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,,0,0,40.314,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something good,,6|1|14|11|15|12|10|16|3|5|4|2|8|13|7|9,,,-1
R_2tFJ5vkuTjy9x46,Default Response Set,Anonymous,,,76.7.238.176,0,9/9/2015 20:14,9/9/2015 20:30,1,1,1,A1EHRXJPKLSQ0R,68,2,1,,,,,1,3,2,8,3,3,2,3,,3,3,5,6,3,6,7,6,6,2,7,2,6,3,3,3,2,2,3,1,2,2,2,2,3,1,1,1,1,5,7,7,2,1,3,3,2,5,5,6,5,1,1,,0,0,115.24,0,1,,,,,,"The cold virus may actually have the capacity to cure melanoma, a deadly cancer that kills thousands. Researchers have found that the virus injected into the lesions stopped the growth of the deadly cancer.","Catch a cold, cure a cancer!",6,7,Front page!,1,3,7,6,6,3,7,1,4,4,4,4,4,4,3,3,2,6,6,1,1,target does something good,hypoformative|hypocat,10|13|1|5|11|8|4|14|9|15|3|2|7|16|12|6,38.27229309,-95.28659821,-1
R_2D8t2SWJvPYvn60,Default Response Set,Anonymous,,,108.183.134.255,0,9/9/2015 20:13,9/9/2015 20:31,1,1,1,AJQC0IK2CPAYE,49,2,1,1,,,,,5,4,9,3,4,1,3,,5,3,5,4,6,6,3,4,7,7,7,3,6,2,2,3,2,2,2,2,1,2,3,2,3,1,1,2,1,7,6,7,6,1,1,1,2,7,7,6,6,1,1,,,,,,,0,0,154.036,0,1,"A researcher published false data about a treatment for melanoma.  He said he had a cure for the deadly cancer, but really fabricated the data.  No one knows why, but his father died of melanoma so perhaps there is a psychological reason.","Even with skin in the game, researcher falsifies data about melanoma cure.",3,1,the science section -- not a main section,1,2,1,5,6,3,5,1,4,3,3,1,4,4,7,7,1,6,7,1,1,target does something bad,hypoformative|hypocat,13|3|16|15|12|10|5|4|8|1|14|2|7|6|9|11,43.62530518,-70.29550171,-1
R_2zjf9BTPYAT80Sb,Default Response Set,Anonymous,,,66.214.226.8,0,9/9/2015 20:13,9/9/2015 20:35,1,1,1,A13U20NTO8DK2Q,42,2,1,,,,,1,2,1,5,2,2,2,3,,4,5,5,6,2,2,7,6,6,3,7,2,6,2,2,2,2,2,1,2,1,1,2,2,2,5,5,5,5,5,6,4,5,3,3,2,3,6,6,6,6,1,1,,0,0,185.983,0,1,,,,,,A doctor from George Washington University came up with something to eliminate melanoma (a type of skin cancer) in up to 78% of patients. ,Skin Cancer; The Cure is Upon Us,5,5,1,1,3,6,5,7,3,7,4,5,4,4,4,4,5,5,7,2,7,7,1,1,target does something good,hypoformative|hypocat,1|13|15|16|9|5|6|14|3|8|10|11|4|7|2|12,34.92860413,-118.4051971,-1
R_3r02JvpPtLwKZ4R,Default Response Set,Anonymous,,,99.108.152.126,0,9/9/2015 17:30,9/9/2015 17:35,0,1,1,A1MYDAL453CN5Q,20,1,1,,,1,,,4,3,5,1,1,1,1,,4,4,5,2,4,4,7,4,2,4,7,4,6,1,2,2,3,2,1,2,2,2,1,1,2,1,1,1,1,6,6,6,5,1,2,1,1,6,5,5,6,1,1,,,,,,,47.038,67.64,91.862,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something bad,,10|14|1|11|9|2|8|6|5|4|7|13|3|15|16|12,,,-1
R_3NPrpyEw4apAdAy,Default Response Set,Anonymous,,,50.109.97.218,0,9/9/2015 21:27,9/9/2015 21:38,1,1,1,A26X054UJOBN6K,44,1,1,1,,,,,7,4,9,5,7,4,3,,2,2,5,1,2,2,6,7,4,2,8,1,7,1,3,3,3,3,2,1,1,3,1,1,2,1,1,1,1,7,7,7,1,7,1,1,1,7,7,7,7,1,1,,0,0,142.635,0,1,,,,,,new treatment for melanoma by injected a mutated cold virus into the affected skin. Is has been shown that is sops the cancer. ,Can the Common Cold Cure Cancer?,6,7,5,1,3,7,5,6,3,7,4,4,4,4,4,4,4,1,1,1,7,7,1,1,target does something good,hypoformative|hypocat,1|5|14|2|6|12|10|8|7|4|15|9|11|16|3|13,40.48420715,-88.99369812,-1
R_3P515fVhcrI7NPC,Default Response Set,Anonymous,,,172.15.229.101,0,9/9/2015 21:27,9/9/2015 21:40,1,1,1,A3JJOUZ4NNTKWO,68,2,1,,,,,1,5,3,5,5,5,3,3,,6,5,5,1,1,1,4,8,8,6,7,1,8,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,6,2,5,1,1,6,1,2,6,6,6,5,1,1,,0,0,97.704,0,1,,,,,,"A possible cure for melanoma which is significant. There are 10,000 deaths a year and it would reduce the deaths from cancer. ",A Possible Cure for Melanoma: Is it Really possible?,6,6,1of medical section,1,3,6,6,7,3,7,5,4,4,3,3,5,5,3,5,2,7,7,1,1,target does something good,hypocat|hypoformative,6|12|4|16|7|1|3|13|5|10|2|8|14|15|9|11,29.58129883,-95.02729797,-1
R_1GJ17FRpWlXYexH,Default Response Set,Anonymous,,,104.6.246.119,0,9/9/2015 21:28,9/9/2015 21:45,1,1,1,A3QAHF4UUBM7ZO,21,2,1,,1,,,,4,3,5,2,5,5,1,,7,4,5,6,2,2,7,7,7,3,7,2,7,2,2,3,1,1,3,2,2,2,2,2,2,3,2,2,2,6,7,6,7,2,2,2,2,6,7,7,7,1,1,,,,,,,7.499,7.499,174.922,1,1,"A researcher gave false claims, saying that he had a cure for a skin cancer, called melanoma. Other researchers found melanoma to have no effect on their patients. ",False Brutalities,7,7,3,1,2,3,3,5,3,4,4,2,2,2,2,2,2,3,2,2,6,6,1,1,target does something bad,hypocat|hypoformative,2|12|11|5|1|13|8|15|16|3|7|9|4|10|6|14,26.63859558,-80.25119781,-1
R_3PYS6P6NXkVO2Cp,Default Response Set,Anonymous,,,69.243.167.32,0,9/9/2015 21:27,9/9/2015 21:46,1,1,1,AEKOPV99Z7L85,32,2,1,,,,,1,3,2,4,7,7,7,7,White/Hispanic,6,7,5,1,6,7,7,8,7,4,3,7,6,2,2,3,3,2,3,1,3,2,3,3,2,5,6,6,1,4,3,3,4,5,4,4,6,4,4,4,2,1,1,,,,,,,0,0,80.126,0,1,"Dr. Mendez was thought to have found a life saving cure for a common skin cancer.  However, it was later found that he falsified information.",Common cold cancer cure? Doctor gets cold feet when confronted with his dishonest trials.,6,5,4,1,3,1,1,4,3,4,4,4,4,4,3,4,4,2,4,1,4,4,1,1,target does something bad,hypocat|hypoformative,3|15|5|2|14|7|12|16|8|10|13|9|4|11|6|1,39.88540649,-85.97380066,-1
R_1EWn7VSMAYURpGR,Default Response Set,Anonymous,,,24.225.119.55,0,9/9/2015 21:27,9/9/2015 21:49,1,1,1,ALDQRWYZ8KQ9A,37,1,1,,1,,,,3,3,6,7,7,7,3,,6,6,5,1,7,8,2,7,3,7,3,6,2,2,3,3,2,1,3,1,1,2,1,1,3,5,6,7,5,2,5,5,4,7,7,7,7,5,1,4,1,1,1,,0,0,265.181,0,1,,,,,,"Dr. Alex Mendez, a George Washington University researcher, has developed a potential cure for melanoma skin cancer, using a mutated cold virus injected into the skin lesions caused by melanoma.  A two-year study resulted in 78% of patients' melanoma being cured by this new procedure.",Common Cold a Potential Cure for Melanoma; Still No Cure for Common Cold,6,7,1,1,3,6,5,7,3,7,2,2,2,3,2,2,2,3,2,4,2,4,1,1,target does something good,hypocat|hypoformative,2|16|4|10|11|14|1|7|15|13|3|6|12|8|5|9,48.14639282,-96.17649841,-1
R_2U4RZNREF40pLUI,Default Response Set,Anonymous,,,74.76.255.109,0,9/9/2015 21:27,9/9/2015 21:53,1,1,1,A19F0UPKU4IT2P,20,2,1,,1,1,,,2,2,5,4,5,3,3,,4,3,5,2,2,7,3,7,7,3,4,2,2,3,3,2,3,3,2,3,1,2,3,2,1,2,1,3,1,6,7,7,6,1,2,1,2,6,6,,7,1,1,,10.91,33.189,42.804,8,1,,,,,,"A doctor has discovered a potential cure for the skin cancer melanoma. The cure works by injecting a mutated cold virus directly into the tumor, which can eliminate up to 70+% of the cancer completely.","""A Significant Breakthrough"": Scientist finds Potential Skin Cancer Cure",5,5,1,1,3,6,5,6,3,5,3,4,4,4,4,4,4,5,6,1,6,6,1,1,target does something good,hypocat|hypoformative,11|2|14|16|9|15|1|7|3|8|6|4|10|5|12|13,42.74949646,-73.5951004,-1
R_3Em9pbSTySn3vQD,Default Response Set,Anonymous,,,72.186.0.163,0,9/9/2015 21:36,9/9/2015 22:00,1,1,1,A2U77P7ML4ZXDB,54,2,1,1,,,,,3,2,5,3,3,3,3,,2,2,5,7,4,6,6,3,7,2,7,3,7,3,3,3,2,1,2,1,1,3,1,1,3,4,5,5,4,4,5,3,5,4,5,4,5,4,3,3,3,1,2,1 semester in high school-a long time ago,,,,,,12.397,91.091,237.338,3,1,"Mr. Menendez fabricated information on curing melatoma, He claimed that he could cure it with a mutated cold virus injected into a patients' skin lesion. Members from other medical schools tried his method and it didn't work. His fraudulant claims were uncovered.",False Alarm for Melatoma Cure,5,5,3,1,3,2,2,6,3,4,3,3,2,5,3,5,5,2,2,4,4,4,1,1,target does something bad,hypocat|hypoformative,16|13|1|2|4|11|3|12|6|9|14|10|7|15|5|8,28.00639343,-82.59049988,-1
R_1nOuZNfWmwZGIQM,Default Response Set,Anonymous,,,50.166.169.230,0,9/9/2015 21:34,9/9/2015 22:06,1,1,1,A3B9FJ7EP9VZW0,40,2,1,1,,,,,5,2,6,5,6,2,8,American,7,7,7,4,2,2,4,6,7,3,8,1,4,3,2,3,1,2,3,1,1,2,2,2,3,4,4,7,5,4,6,1,4,3,6,5,7,2,4,2,3,1,1,,,,,,,2.882,483.459,485.477,6,1,A medical researcher whose father died of melanoma flsified data with the intention of misleading people to believe he had found a very effective treatment/2yr cure.,IRONY: An Deceptive Tale of One Familys Legacy of betrayal in the name Melanoma,7,7,1,1,2,1,1,7,3,5,2,4,4,4,4,4,4,2,1,4,7,7,1,1,target does something bad,hypoformative|hypocat,14|7|10|8|16|11|6|5|12|15|4|1|13|2|9|3,39.61929321,-75.03179932,-1
