V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q45,Q62,summary,headline,writing,include1,include2,include3,include4,include5,include6,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_127,DO-BR-FL_125,DO-BR-FL_129,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_3RvZrbjl39yz4gq,Default Response Set,Anonymous,,,24.160.57.89,0,5/25/2016 17:55,5/25/2016 18:07,1,1,1,A1Y70FNT45SMGS,58,1,1,,,,,1,3,3,9,5,5,5,3,,2,2,5,6,2,2,6,6,3,7,7,1,7,1,2,2,2,3,5,5,5,5,5,5,4,5,5,5,5,2,3,3,2,3,2,2,1,3,3,2,2,1,1,,1,,Two students stopped gun attack by tackling shooter who had wounded 3 students in a University of Tennesse dorm.,"After wounding three students, shooter stopped by 2 students on UTenn campus.",4,5,3,5,5,5,6,1,5,6,2,6,5,5,3,5,4,4,4,4,3,3,3,2,6,6,6,1,1,1,FL_109,,,high Status,hypocat|hypoformative,3|1|15|7|13|10|2|8|4|11|12|5|6|9|16|14,47.72940063,-116.7566986,-1
R_3q7MuV0lkQbIdOm,Default Response Set,Anonymous,,,76.104.239.9,0,5/25/2016 17:45,5/25/2016 18:08,1,1,1,AH2241WTIVGIC,33,2,1,1,,,,,5,3,6,5,3,5,3,,2,6,5,8,1,1,4,3,7,4,7,1,6,3,4,4,4,4,4,5,5,3,2,3,4,5,5,5,4,2,3,3,2,2,3,2,2,1,2,2,3,1,1,,,1,Yousef and Milner are college students with very few (if any) friends. A roommate overhead their plans to do a mass shooting at their school and called the police. The raid produced an arsenal of weapons.,Troubled Youth Arrested Before Planned Mass Shooting,6,6,6,7,6,7,7,1,2,2,6,1,3,4,3,4,8,1,3,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,5|15|11|9|4|14|8|12|6|7|3|16|10|2|13|1,47.6566925,-117.3785019,-1
R_3PT5vVdVggy5zJn,Default Response Set,Anonymous,,,64.119.42.50,0,5/25/2016 18:00,5/25/2016 18:08,1,1,1,AC9D44UU8INQO,44,2,1,1,,,,,3,2,9,4,7,2,3,,4,5,5,1,3,6,7,8,6,1,8,2,4,1,1,4,1,7,7,7,6,2,2,1,2,6,6,6,6,2,3,3,2,2,1,2,1,3,2,1,3,1,1,,1,,Two students stopped an active shooter on campus and detained him until police arrived. Three students were injured but in stable condition. The students who prevented the incident have been friends since high school.,Best Friends Thwart Active Shooter on Campus,4,5,5,4,5,2,5,1,4,5,1,5,7,5,3,5,4,3,3,4,3,3,2,2,7,6,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,9|4|10|8|3|15|5|12|13|2|7|14|1|6|11|16,32.26860046,-111.0021973,-1
R_3DAboEgReL78pnb,Default Response Set,Anonymous,,,108.241.64.209,0,5/25/2016 17:42,5/25/2016 18:08,1,1,1,A18USDH0MKU2EG,59,2,1,1,,,,,3,3,5,6,6,4,3,,7,7,5,8,2,1,4,1,6,2,8,1,7,2,3,5,4,3,4,4,4,3,4,3,4,5,4,3,4,2,1,3,1,1,2,1,1,2,2,2,3,1,1,,1,,Two college students who were friends since childhood thwarted and detained an armed gunman who had already killed several students on campus.,Brave Students Bring Down Deadly Shooter,6,6,6,7,7,6,6,1,4,6,1,7,6,6,3,6,4,4,4,4,4,4,4,2,6,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,15|10|14|3|7|13|1|16|4|2|11|9|12|6|5|8,26.62030029,-80.05919647,-1
R_TuUI8DreN3h5tJL,Default Response Set,Anonymous,,,107.133.252.180,0,5/25/2016 17:55,5/25/2016 18:09,1,1,1,AHTX9QAAKQI9U,32,2,1,1,,,,,4,3,9,2,3,1,7,"Black, white, Hispanic",7,7,5,7,2,2,6,4,8,3,3,6,7,1,1,1,2,6,7,7,7,1,1,1,1,7,7,7,7,1,3,2,3,2,1,1,3,3,1,2,2,1,1,,,1,This article is about two friends who terrorism on their college campus. They were rejected by students and as a result did a shooting on campus.,Another school shooting: Are students actions partially responsible?,4,5,7,6,6,6,7,1,4,5,3,1,5,6,3,6,2,4,4,5,3,3,3,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,13|14|12|3|7|16|9|4|2|5|10|6|1|15|8|11,39.78190613,-84.24130249,-1
R_2OW4qhYY0qtVAAa,Default Response Set,Anonymous,,,73.249.49.140,0,5/25/2016 17:50,5/25/2016 18:09,1,1,1,A1L00PO1P8D6E3,38,2,2,,,,,1,7,3,6,4,4,4,2,,7,1,5,2,2,3,2,7,7,2,7,1,7,1,1,1,4,7,7,7,7,1,1,1,1,7,7,7,7,3,3,2,3,1,3,1,1,3,1,1,3,1,1,,,1,"Two Tennessee students, Zach Yusaf and Dave Milner, were arrested for plotting a mass shooting inside the University.  Their motives were unclear for the said plot.",Outcast students arrested for a mass shooting plot.,4,4,7,4,4,4,5,1,5,4,7,1,3,3,3,1,5,5,5,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,1|8|6|10|3|5|16|15|2|9|7|14|4|11|12|13,42.42630005,-71.45420074,-1
R_3rVCru7bwl9a6uG,Default Response Set,Anonymous,,,73.186.212.195,0,5/25/2016 17:56,5/25/2016 18:11,1,1,1,A11RXXMHOBCIYH,20,2,1,1,,,,,5,3,4,2,2,2,3,,2,2,5,6,7,4,8,2,6,2,6,3,6,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,3,2,2,3,1,1,2,2,1,3,1,1,,1,,"Two University of Tennessee students, Yesef and Milner, tackled a shooter at their school and disarmed him. The potentially deadly shooting was averted because of their actions. They were able to hold the shooter down until police arrived. ",Deadly UTenn Shooting Avoided When Two Students Tackle Shooter,4,5,6,7,5,5,6,1,4,6,1,7,6,7,3,6,3,3,3,4,3,3,3,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,15|6|3|10|9|13|4|7|2|14|16|12|11|8|1|5,42.21589661,-70.87930298,-1
R_beLmJaEMFUyw7sd,Default Response Set,Anonymous,,,172.56.16.87,0,5/25/2016 17:47,5/25/2016 18:12,1,1,1,A2HWXD63F0FD21,25,1,1,,1,,,,3,2,4,2,2,2,4,,6,6,5,2,2,2,7,7,3,1,7,1,7,1,1,2,1,2,6,1,7,1,1,2,1,7,6,6,6,1,3,3,1,3,3,2,2,2,3,3,3,1,1,,,1,A terrorist plot was uncovered at a major university earlier this week when a pair of students were overheard on the phone the night before the plan was to take place. Police raided one of the students living quarters after a tip from a room mate and discovered an arsenal of weapons along with ammunition. All of the weapons along with the ammunition were legally purchased. Police also uncovered some communications that between the pair that confirmed the suspicious phone call overheard by the roommate. Thankfully they were arrested in time and nobody was hurt thanks to police and the concerned citizen. ,Two would be terrorist terrorize jail cell instead of a university. ,6,6,6,5,3,5,6,1,3,7,3,5,6,6,3,5,5,6,5,2,3,3,4,2,6,6,6,1,1,1,FL_58,low status,hypoformative|hypocat,,,14|6|16|10|8|1|5|3|9|11|12|4|7|15|13|2,34.05439758,-118.2440033,-1
R_3JmTflR82YY0OqB,Default Response Set,Anonymous,,,96.60.45.94,0,5/25/2016 17:55,5/25/2016 18:12,1,1,1,A3RWP2ODEVVOQY,26,2,1,,,,,1,3,2,5,6,6,6,3,,4,4,5,3,6,7,6,8,7,7,4,4,4,4,5,5,3,5,4,4,5,3,4,4,3,4,4,4,4,2,3,2,2,1,2,2,2,2,2,2,3,1,1,,1,,"Two unarmed students prevented a potentially fatal school shooting by attacking the shooter from behind and disarming him. They saw an opportunity to disarm him and went for it saving many students live. While there were some wounded, before the shooter was unarmed, they were reported to be in stable condition.",Two unarmed students prevent a potentially fatal school shooting.,4,4,6,5,5,4,5,1,3,4,6,6,5,5,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,14|16|3|9|4|15|13|10|2|11|5|7|12|1|6|8,44.73500061,-89.61000061,-1
R_1qfjwE3O0e8Evq3,Default Response Set,Anonymous,,,97.96.8.183,0,5/25/2016 17:51,5/25/2016 18:13,1,1,1,ABFBWGLW9MFKT,30,1,1,1,,,,,5,3,9,3,3,3,3,,5,5,5,6,4,4,6,6,6,4,6,3,4,4,3,4,4,5,5,4,3,5,4,4,3,3,4,5,5,2,1,2,2,2,1,2,2,2,1,2,2,1,1,,,1,Two students from UT were arrested for plotting a mass shooting on their campus. All evidences gathered so far shows that these two students has serious social problem. The police is inclined to believe that it was primarily Yusef who planned and spearheaded this attack. ,Two problematic Students plotting a mass shooting on campus arrested,4,4,4,5,5,4,5,1,2,3,5,2,2,2,3,3,2,3,3,3,3,4,3,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,2|3|6|10|8|11|9|14|13|12|5|1|16|4|15|7,28.12030029,-82.35289764,-1
R_3ReFha35h5j9cjD,Default Response Set,Anonymous,,,73.161.120.187,0,5/25/2016 18:03,5/25/2016 18:13,1,1,1,A3K5GJ0W405S9V,21,1,1,,1,,,,2,3,5,3,3,4,3,,1,1,5,2,3,4,3,3,4,3,4,4,2,1,1,2,4,2,3,1,2,3,2,3,4,2,3,6,1,2,3,2,2,2,1,1,2,2,2,2,1,1,1,,,1,A young man and his friend at a university plot for a mass shooting. The boys seemed antisocial and were active in the gaming community. The police raided his dorm room and find an arsenal of legally purchased weapons. ,"Police Raid Dorm of Student Suspected of Planning a Mass Shooting, What they found will blow your mind!",4,4,2,1,1,2,4,1,4,1,4,3,2,3,3,3,4,4,4,4,3,3,3,2,6,6,5,1,1,1,FL_58,low status,hypocat|hypoformative,,,3|6|16|1|4|12|8|5|14|7|10|13|15|9|11|2,42.73640442,-83.03739929,-1
R_1pGw4Pm8dZvUWpi,Default Response Set,Anonymous,,,173.79.103.66,0,5/25/2016 18:05,5/25/2016 18:14,1,1,1,APNER6YHU9OA0,66,2,1,,1,,,,7,3,9,4,4,4,3,,2,2,5,7,2,2,7,4,7,2,7,2,7,3,5,5,4,4,3,4,4,4,5,5,5,4,3,4,4,2,2,2,2,2,2,2,2,2,2,2,3,1,1,,1,,"Dave and Yusef tackled a shooter at UTenn and although some were shot, all will survive.",Dave and Yusef's excellent adventure saves lives!,4,4,4,4,4,3,4,1,4,5,3,4,4,4,3,4,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_58,high Status,hypocat|hypoformative,,,9|13|2|11|12|15|6|7|16|4|14|1|3|10|8|5,39.04559326,-77.38529968,-1
R_1d6S8IdwArCFTOE,Default Response Set,Anonymous,,,71.207.148.214,0,5/25/2016 17:58,5/25/2016 18:14,1,1,1,A229PBL3A53GIY,27,2,1,1,,,,,3,2,6,2,2,2,3,,2,2,5,2,3,2,7,7,7,2,7,3,7,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,3,3,3,2,3,3,2,2,2,3,3,2,1,1,,1,,Two University of Tennessee students took down a gunman and prevented a possibly deadly shooting. Three students had already been shot but are in stable condition. ,University of Tennessee Take Down Gunman: Three Wounded,6,5,6,6,5,5,5,1,5,6,2,6,5,6,3,6,3,4,4,4,2,2,2,2,6,6,6,1,1,1,FL_58,high Status,hypoformative|hypocat,,,7|8|10|3|13|12|1|14|4|16|6|11|9|15|2|5,37.26690674,-80.43250275,-1
R_32XS9XacjeC4x4Q,Default Response Set,Anonymous,,,96.36.64.62,0,5/25/2016 17:58,5/25/2016 18:14,1,1,1,A31Y2UA2LPDSWZ,53,1,1,1,,,,,4,3,9,1,2,2,3,,6,6,5,6,6,7,7,6,7,7,6,6,3,1,1,1,1,7,7,7,7,2,2,2,1,6,6,6,7,2,3,3,3,2,3,2,1,2,3,2,3,1,1,,1,,Two University of Tennessee students stopped an unidentified shooter during a rampage in a campus dormitory. Three students were shot but are in stable condition.,"Two UT Students Tackle Campus Shooter, End Rampage",3,2,7,7,4,1,7,1,4,4,1,6,4,5,3,4,4,4,4,5,5,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,5|13|1|14|8|9|16|3|11|2|4|7|15|10|12|6,34.93179321,-82.0102005,-1
R_31YHsS9Tdyb7s5g,Default Response Set,Anonymous,,,97.85.6.21,0,5/25/2016 17:57,5/25/2016 18:14,1,1,1,ALYNNSWN5JZPS,58,2,1,1,,,,,4,2,5,2,2,2,3,,4,2,5,2,2,2,2,4,3,4,8,1,8,2,4,4,1,6,5,6,6,4,5,3,6,5,4,4,4,2,2,3,2,1,3,2,2,3,1,1,3,1,1,,1,,"Two students interrupted an active shooter at the college and managed to disarm and subdue the shooter, averting a potential massacre of students. Three students were wounded before the shooter was taken down, but all are in stable condition.",Student Heroes Avert Potential School Massacre,7,7,7,7,7,7,7,1,4,7,1,7,5,7,3,7,6,5,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,14|12|16|5|10|6|7|11|9|13|1|2|4|3|8|15,44.71429443,-84.67169952,-1
R_2dWpfESSfJow2Ik,Default Response Set,Anonymous,,,104.235.169.246,0,5/25/2016 18:04,5/25/2016 18:14,1,1,1,A3221HCQ6XIOXR,23,1,1,1,,1,,,2,1,5,5,7,2,7,White/Asian,2,1,5,4,4,8,6,7,3,2,6,4,3,6,6,7,4,5,2,7,4,6,7,6,7,6,3,2,2,2,3,3,3,2,2,1,1,3,2,2,2,1,1,,1,,"There was a school shooting at University of Tennessee. 3 students were shot, but none were killed. Some kids stopped the shooter from doing anything more serious.",3 Students Shot at University of Tennessee,4,4,6,5,1,2,1,1,5,5,2,5,6,6,3,6,4,5,5,6,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,7|5|15|2|1|3|14|8|4|13|11|6|9|16|10|12,48.04310608,-122.0589981,-1
R_3PhpdnGJUirowjy,Default Response Set,Anonymous,,,108.16.22.254,0,5/25/2016 17:53,5/25/2016 18:15,1,1,1,A160X70DIV96VM,53,2,1,1,,,,,3,2,4,4,5,5,3,,7,2,5,2,6,8,2,8,3,2,7,2,4,2,2,2,5,5,6,5,6,3,3,2,4,6,4,6,5,1,3,3,2,1,3,1,2,3,1,2,3,1,1,,,1,"Two students who were misfits, planned on a mass shooting at their school. Fortunately, a roommate of one of the, overheard the plans, notified the police, and it resulted in the arrest of the boys.  / ",School Shooting Stopped in it's Tracks,7,7,7,7,7,4,7,1,2,1,2,1,4,2,3,3,3,3,3,4,3,1,2,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,7|9|4|6|3|13|16|12|14|11|10|5|8|15|2|1,39.96859741,-75.17620087,-1
R_3DokNtdiAnHLvtL,Default Response Set,Anonymous,,,170.144.107.106,0,5/25/2016 17:54,5/25/2016 18:15,1,1,1,AD211637EGNKX,23,2,1,1,,,,,4,2,6,2,2,1,3,,6,2,5,2,2,7,8,8,6,1,3,3,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,3,3,2,3,1,1,3,1,1,3,1,1,,1,,A teenager trained in Egyptian martial arts and a wrestler were able to tackle a school shooter. The teens heard gun shots and ducked behind a wall before deciding to take action. The teens apprehended the shooter before more students were shot. 3 students were shot but in stable condition. ,Teens use Egyptian Martial Arts and Wrestling Techniques to Stop a  Violent School Shooter,6,7,7,7,7,7,7,1,6,7,1,7,7,7,3,6,2,3,3,2,1,1,1,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,4|9|12|3|2|15|8|1|13|5|11|7|6|16|14|10,33.96800232,-117.319397,-1
R_1NwzllTx8MeVK3o,Default Response Set,Anonymous,,,24.196.74.10,0,5/25/2016 18:02,5/25/2016 18:16,1,1,1,A2J4TPLU00ZRYJ,58,1,1,1,,,,,6,3,9,5,5,5,3,,5,5,5,6,3,6,6,6,7,6,8,2,6,1,2,2,1,5,4,5,5,2,1,5,2,6,5,6,5,2,2,3,2,2,3,2,2,2,2,2,2,1,1,,1,,Two students tackled and disarmed a shooter at a school. The Egyptian young man was the first to act. ,Two students stop shooter,6,6,6,6,6,6,6,1,5,6,2,6,6,6,3,6,2,2,2,4,4,4,4,2,6,6,6,1,1,1,FL_58,high Status,hypocat|hypoformative,,,11|13|2|16|9|3|6|1|8|7|10|14|4|15|5|12,42.64950562,-88.65940094,-1
R_3feiZ4w4Ad9e9QM,Default Response Set,Anonymous,,,74.194.111.34,0,5/25/2016 18:04,5/25/2016 18:16,1,1,1,A249EWKM1OARk,53,2,1,1,,,,,6,3,5,7,7,7,3,,7,4,5,8,4,1,8,4,8,1,8,1,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,2,2,2,2,2,2,2,1,1,,1,,"Two men unarmed man shooting at students, hitting 3 officers.",Our Protectors in Blue are Protected ,7,7,7,7,7,7,7,1,5,7,4,7,7,7,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,9|5|4|1|6|14|10|15|16|7|11|2|12|3|13|8,30.25849915,-93.40630341,-1
R_1DToGFDlZtrnF0j,Default Response Set,Anonymous,,,75.75.47.206,0,5/25/2016 18:03,5/25/2016 18:17,1,1,1,A3F5FQ15IE0PDG,22,2,1,,,1,,,1,4,6,2,4,2,7,"black, white",5,4,5,2,6,3,7,4,6,2,6,4,7,2,2,5,3,5,6,6,5,3,3,3,3,6,5,5,6,3,2,3,3,2,2,3,1,3,3,3,2,1,1,,1,,"Two college students, Yusef and Miller, were returning from breakfast when they encountered a heavily armed student. Together, they were able to take down the shooter. Three students were injured but are in stable condition. ","Fearless students disarm gunmen, avert another mass tragedy",5,7,7,7,7,7,7,1,4,6,2,5,5,6,3,6,3,3,3,4,4,4,4,2,6,6,6,1,1,1,FL_109,,,high Status,hypocat|hypoformative,16|1|13|2|12|10|8|15|6|4|11|3|9|7|14|5,38.49819946,-78.8667984,-1
R_1q7AMMLIsZhlAdM,Default Response Set,Anonymous,,,65.129.207.69,0,5/25/2016 17:59,5/25/2016 18:17,1,1,1,ALEJV7D94ZLHF,26,1,1,1,,,,,1,2,6,3,3,3,3,,5,5,5,2,4,7,6,7,3,3,3,4,3,2,1,1,4,7,7,1,7,1,2,2,2,7,7,7,7,2,3,3,3,1,2,3,1,1,3,3,2,1,1,,1,,"Two students hear shots in a stairwell and heroically charge the shooter, subduing him and restraining him until the police can arrive. One was a wrestler in high school and trained in martial arts.",Heroic Charge Of Two Students Subdues Shooter,5,6,5,4,4,5,5,1,5,6,2,6,6,6,3,6,5,5,5,4,4,4,4,2,6,6,6,1,1,1,FL_58,high Status,hypocat|hypoformative,,,16|9|12|15|6|2|10|1|11|5|13|3|8|4|7|14,32.26860046,-111.0021973,-1
R_12fohlwkhgIzw0l,Default Response Set,Anonymous,,,68.82.202.38,0,5/25/2016 18:07,5/25/2016 18:18,1,1,1,A2ZCVMZR50ME7W,43,1,1,1,,,,,7,3,9,4,4,4,3,,3,2,5,6,6,2,6,3,7,3,7,3,6,3,4,5,4,3,4,4,3,5,4,4,6,3,3,4,4,3,3,1,1,3,2,1,1,2,2,2,2,1,1,,1,,Two college friends stopped a potentially deadly campus shooting by subduing the attacker until police arrived.,Students Spring into Action and Save the Day.,4,4,4,4,4,4,4,1,5,5,2,5,5,5,3,5,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_58,high Status,hypoformative|hypocat,,,14|9|5|4|1|8|7|6|12|3|13|15|2|16|11|10,40.46389771,-75.32630157,-1
R_2VdXDYEnWxVvTh2,Default Response Set,Anonymous,,,67.10.48.199,0,5/25/2016 18:07,5/25/2016 18:19,1,1,1,AR4UI9K92BUT3,66,2,1,1,,,,,4,3,6,3,5,3,3,,7,7,5,8,1,1,8,1,4,1,8,1,8,5,6,6,6,2,2,4,2,6,6,6,6,2,2,2,2,1,3,3,1,3,3,1,1,3,1,1,3,1,1,,1,,Two college students at the University of Tennessee saw a shooter open fire.  They tackled and disarmed the shooter and held him until the police arrived.,Two College students subdue Campus sniper,6,7,6,7,7,7,7,1,4,7,1,7,7,7,3,7,7,7,7,7,7,7,7,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,2|8|1|11|13|7|10|15|5|9|12|4|3|16|14|6,25.97599792,-97.54199982,-1
R_2V90elnVfWiJGjf,Default Response Set,Anonymous,,,24.146.196.6,0,5/25/2016 18:10,5/25/2016 18:19,1,1,1,AW8ZUME3VQXIL,20,2,1,,,1,,,3,2,5,5,4,1,2,,6,7,5,6,2,6,6,7,7,3,6,3,6,1,1,2,1,7,7,7,7,1,1,1,4,7,7,7,7,2,3,3,3,2,3,3,2,2,3,3,3,1,1,,,1,Two students decided to partake a in a shooting at school. The two guys were always known to hang out together and they were ridiculed often.,The Infamously Murderous Duo,5,6,7,7,7,7,5,1,4,4,6,2,5,6,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,4|10|7|12|9|16|8|11|15|1|5|3|6|13|2|14,40.58329773,-73.9240036,-1
R_1JKL9mbjTXvOxUV,Default Response Set,Anonymous,,,107.10.142.67,0,5/25/2016 18:05,5/25/2016 18:20,1,1,1,AVOF14300525D,55,2,1,,1,,,,5,3,8,5,5,5,3,,4,3,5,1,3,7,6,7,7,3,6,2,3,2,2,2,3,5,5,5,5,2,2,2,2,5,6,5,6,3,2,3,2,1,2,2,2,2,2,2,3,1,1,,1,,"At a Tennessee college, two unarmed students brought down a man shooting in a dorm. They were able to detain him until police arrived. Several people were shot but were in stable condition. ",Two Students Unarm Shooter in College Dorm,3,3,4,4,4,3,4,1,4,5,3,5,5,5,3,6,3,3,3,5,5,6,5,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,4|2|3|14|16|6|8|9|7|1|10|11|15|5|12|13,39.30310059,-82.08280182,-1
R_1QtH8Qx2vtbNQKE,Default Response Set,Anonymous,,,184.91.206.48,0,5/25/2016 18:10,5/25/2016 18:21,1,1,1,ADXG70J5TCOB4,42,1,1,1,,,,,4,2,8,3,3,4,3,,4,4,5,7,3,3,6,6,7,3,8,2,7,2,1,2,1,7,6,6,6,2,6,3,5,6,6,7,6,2,2,3,2,2,3,1,2,1,3,2,3,1,1,,,1,cops uncovered a plot to shoot up Tennessee school,police uncover shooting plot,4,6,6,5,5,4,6,1,1,1,7,1,1,3,3,1,3,3,3,4,2,3,4,2,6,5,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,12|2|10|3|4|5|13|6|16|1|7|8|14|11|9|15,28.99699402,-81.0562973,-1
R_3hxsDMgy3sKH6US,Default Response Set,Anonymous,,,1.1.170.202,0,5/25/2016 18:07,5/25/2016 18:22,1,1,1,ACNHKXWKZRUZ5,44,1,1,1,,,,,4,2,6,4,4,4,3,,7,4,5,3,2,2,7,6,6,2,7,1,6,3,2,3,4,3,5,3,5,5,4,5,4,4,5,4,4,2,2,2,2,3,1,2,2,3,2,2,2,1,1,,1,,school shooting where one student took out another at the u of tennessee. The armed man was of islamic decent from egypt and hero was an american.  /  / ,American student stops muslim immigrant from mass shooting,5,5,5,5,5,4,7,1,5,4,3,2,4,4,3,4,5,2,1,2,2,2,2,1,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,6|13|10|1|7|8|14|4|12|3|9|11|2|5|16|15,18.79040527,98.98471069,-1
R_3GDtKtaoK0dSIPS,Default Response Set,Anonymous,,,70.16.199.57,0,5/25/2016 18:14,5/25/2016 18:22,1,1,1,ABXL9SD1N6ZQZ,38,2,1,,,,,1,6,3,6,6,7,7,3,,4,3,5,6,2,3,3,2,6,6,8,1,7,1,5,6,1,4,2,5,1,7,6,6,7,2,2,4,1,2,2,3,2,2,3,1,3,3,1,1,3,1,1,,,1,Two students at the University of Tennessee were planning a mass shooting attack and it was foiled when a late night conversation was overheard. The students were social outcasts.,Potential Mass Casualty Attack of University of Tennessee foiled by dormmate,3,5,5,7,6,5,6,1,2,2,6,2,2,5,3,4,3,4,3,4,3,3,5,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,14|10|1|6|8|5|2|13|11|9|3|16|4|12|7|15,44.22569275,-70.0062027,-1
R_3iIsWoME3ON5JpW,Default Response Set,Anonymous,,,98.170.192.167,0,5/25/2016 18:10,5/25/2016 18:22,1,1,1,A2LKGMMTO4DC4Z,30,2,1,1,,,,,3,2,6,5,6,5,3,,4,4,5,7,2,2,7,4,7,1,6,6,7,1,2,2,1,7,6,6,6,1,1,1,2,6,6,6,6,3,3,3,3,3,2,2,1,3,2,2,3,1,1,,1,,Two students of the University of Tennessee were on their way back from a meal and heard gunshots in a stairwell. They charged the shooter and stopped a university shooting from happening.,Students Thwart University Shooting,4,4,5,4,4,4,4,1,2,5,2,4,5,5,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,16|11|4|5|9|7|2|14|3|13|1|12|10|6|15|8,30.5019989,-87.36009979,-1
R_2YtQ32JufuZg5gf,Default Response Set,Anonymous,,,98.233.193.101,0,5/25/2016 18:16,5/25/2016 18:23,1,1,1,AAIX34EBHHA8D,24,1,1,,1,,,,2,3,5,5,4,5,3,,6,6,5,7,4,2,7,2,7,4,4,2,7,2,2,4,5,6,6,4,3,4,6,4,5,4,4,4,5,2,2,2,2,2,3,2,2,3,1,1,2,1,1,,,1,,,5,5,6,6,6,6,6,1,4,4,2,5,5,5,3,5,4,4,4,2,4,4,4,1,2,4,6,1,2,1,FL_58,low status,hypoformative|hypocat,,,15|6|10|3|2|1|14|12|8|7|16|4|5|11|9|13,38.83779907,-77.00090027,-1
R_1CefjXg4vD77K2w,Default Response Set,Anonymous,,,73.237.204.166,0,5/25/2016 17:56,5/25/2016 18:23,1,1,1,AC9ZL7969MF4O,35,2,1,,,,,1,3,2,8,5,6,6,3,,3,1,5,3,6,3,6,7,7,3,6,3,7,1,1,1,1,4,7,7,4,3,1,2,1,7,4,7,6,3,3,2,2,3,2,3,3,1,3,3,2,1,1,,,1,Two UT students were arrested after plotting a mass shooting on campus. Guns and ammunition were found in a dorm room and a fellow student overheard the plan and alerted the police. Complete details of how the plot was discovered are unknown. ,UT Mass Shooting Plot Foiled--Two Students in Custody,4,6,5,6,6,6,6,1,2,3,2,1,1,1,3,1,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,8|16|10|2|3|7|4|12|5|14|11|1|13|9|15|6,33.99220276,-84.85500336,-1
